"","scrubbed_family","scrubbed_genus","log_pet_leafarea","count","fit","upr","lwr"
"145","Sapindaceae","Acer",-7.88282514912553,45,3.99459081664406,4.74019382943115,3.22097111516014
"146","Sapindaceae","Acer",-6.69980821154921,45,4.48791160934324,5.2340978773353,3.72823705558311
"147","Sapindaceae","Acer",-7.39257208356708,45,4.19177332322168,5.01521766487014,3.47367938901189
"148","Sapindaceae","Acer",-7.09638629864029,45,4.31565832793067,5.08796820699345,3.59604116239657
"149","Sapindaceae","Acer",-7.96863257301495,45,3.98568908368942,4.7405699900323,3.238961100606
"150","Sapindaceae","Acer",-7.06030524064258,45,4.32703294733061,5.09015611092509,3.58807685361557
"151","Sapindaceae","Acer",-7.20406647546533,45,4.26140570348559,5.04515781716467,3.50660509786753
"152","Sapindaceae","Acer",-6.55573314258411,45,4.52220945414498,5.24227493832191,3.788328491433
"153","Sapindaceae","Acer",-7.49669020288136,45,4.1739747547996,4.93518863769363,3.43557883403164
"154","Betulaceae","Alnus",-7.56995820970943,403,4.09199890990599,4.87992226691424,3.25732447944535
"155","Betulaceae","Alnus",-6.29090454045324,403,4.54305532124605,5.3508362433209,3.76938597214549
"156","Betulaceae","Alnus",-7.44735424687601,403,4.14350757555747,4.89033832315226,3.32828841293219
"157","Betulaceae","Alnus",-7.56311161431673,403,4.07804832960282,4.86230936182014,3.33311219587677
"158","Betulaceae","Alnus",-6.81293158112733,403,4.38421149220394,5.13907434893701,3.56289883285134
"159","Betulaceae","Alnus",-6.37774545440033,403,4.54820460541371,5.30744726967432,3.78281203141884
"160","Betulaceae","Alnus",-6.09083150451849,403,4.65491687668511,5.38593210504507,3.87403851478807
"161","Betulaceae","Alnus",-6.60999268613241,403,4.46444450451968,5.20059477299643,3.67373082550211
"162","Betulaceae","Alnus",-7.11263660449587,403,4.25422633745181,4.99503617473145,3.44803364962881
"163","Betulaceae","Alnus",-6.44405082293532,403,4.52560165942758,5.31501642229385,3.72220321560889
"164","Betulaceae","Alnus",-6.9469743921367,403,4.31637361671949,5.12373268905591,3.52612389218029
"165","Betulaceae","Alnus",-7.30649405963663,403,4.16187821823707,4.98212929759073,3.4130821138547
"166","Betulaceae","Alnus",-7.23433203773973,403,4.19993319992787,4.92558187994872,3.41721792375914
"167","Betulaceae","Alnus",-6.22613477605737,403,4.62294146062602,5.39109990648461,3.86751632013006
"168","Betulaceae","Alnus",-7.94285206962242,403,3.91391546700484,4.71871930876753,3.13939928360253
"169","Betulaceae","Alnus",-7.40236968416695,403,4.15337719888028,4.97815305874526,3.4143685702271
"170","Betulaceae","Alnus",-7.40522712925794,403,4.16337456129683,4.88861301373296,3.40550543641018
"171","Betulaceae","Alnus",-7.79691734346804,403,4.00450381688533,4.76702392578094,3.23111641205339
"172","Betulaceae","Alnus",-6.69966607789542,403,4.44362829044891,5.18939787951854,3.60649648047971
"173","Betulaceae","Alnus",-7.35108114540151,403,4.15918868766717,4.94372042121264,3.3831344238215
"174","Betulaceae","Alnus",-7.64226835194798,403,4.03763962863502,4.77381913046522,3.25124912226004
"175","Betulaceae","Alnus",-7.58559029144048,403,4.07396317565165,4.86343979601871,3.2912127508816
"176","Betulaceae","Alnus",-7.02770278040541,403,4.28610047822274,5.017989079738,3.47882949759522
"177","Betulaceae","Alnus",-7.2554704815494,403,4.1923773495847,4.99734811508536,3.41399561508663
"178","Betulaceae","Alnus",-7.86369941760795,403,3.95416300811572,4.72867008354005,3.11578298456025
"179","Betulaceae","Alnus",-7.60225937974204,403,4.06710897712379,4.85423679068317,3.24700984918403
"180","Betulaceae","Alnus",-6.36145228579369,403,4.55783304629496,5.33927604421907,3.83980741947678
"181","Betulaceae","Alnus",-7.57569680784707,403,4.04927598478143,4.873415218939,3.25810866351127
"182","Betulaceae","Alnus",-8.02167411746763,403,3.90654673279949,4.71934704708885,3.13608215397801
"183","Betulaceae","Alnus",-6.86603193080317,403,4.36291429015307,5.09867653426122,3.56232001226684
"184","Betulaceae","Alnus",-6.58890889768805,403,4.46471484968156,5.2390396807714,3.65683522519769
"185","Betulaceae","Alnus",-7.21864456777174,403,4.20598563832973,4.95552368263509,3.4542911645395
"186","Rosaceae","Amelanchier",-8.04342789611595,159,3.89633885350805,4.64942961324147,3.12761390564846
"187","Rosaceae","Amelanchier",-7.75060969278311,159,3.97813739271131,4.75646198431176,3.21616573865204
"188","Rosaceae","Amelanchier",-7.57386917383147,159,4.0878008086836,4.83242105339789,3.34577815905053
"189","Rosaceae","Amelanchier",-7.72518305871911,159,4.02398887779866,4.77315675867071,3.21371436158183
"190","Betulaceae","Betula",-7.7357192493643,403,4.01208121941988,4.77527641981478,3.1784506627573
"191","Betulaceae","Betula",-7.23812358256392,403,4.20820073062194,4.95727242471174,3.44039065871197
"192","Betulaceae","Betula",-7.3181007768423,403,4.17848524432231,4.99302809345975,3.43411379625461
"193","Meliaceae","Cedrela",-7.28667729257624,10,4.29355175373268,5.06735371512125,3.53980016305634
"194","Meliaceae","Cedrela",-7.4208117225106,10,4.24989848086708,5.04717607750392,3.48036529436109
"217","Lauraceae","Cinnamomophyllum",-5.65311150887493,40,4.93903002235532,5.67981192512119,4.1757074264838
"218","Rosaceae","Crataegus",-7.92859851970622,159,3.94771114668049,4.68240295525219,3.18354554585867
"219","Rosaceae","Crataegus",-7.3856459291697,159,4.17551230000192,4.90027390275172,3.38347013977168
"220","Rosaceae","Crataegus",-6.74344495499003,159,4.37580825971715,5.16529247101782,3.60205563552058
"224","Fagaceae","Fagus",-7.03777513000625,357,4.63748108408661,5.36082013109199,3.88237392203838
"225","Fagaceae","Fagus",-7.02280256022951,357,4.6190469329595,5.43456987002661,3.93458655504193
"226","Fagaceae","Fagus",-7.85552635808347,357,4.34484328385891,5.11582164589604,3.60268881990788
"232","Fabaceae","",-8.03418696353651,45,3.81193746807394,4.57411733903333,3.0697752796748
"233","Lauraceae","Litseaphyllum",-7.42007869053912,40,4.30848852625297,5.12274641147884,3.59905150809125
"234","Lauraceae","Litseaphyllum",-7.37276499857791,40,4.32107908157728,5.02627745145029,3.56105235895062
"235","Lauraceae","Litseaphyllum",-7.03126279324601,40,4.45931623345188,5.1807342187956,3.60813903527136
"236","Lauraceae","Litseaphyllum",-7.12489563558145,40,4.43345553799419,5.19426651882395,3.63855522746045
"237","Betulaceae","Ostrya",-8.51550461785934,403,3.70864220590182,4.49723307433037,2.91510070280073
"238","Betulaceae","Ostrya",-7.40744315833767,403,4.13227208820363,4.87775173302046,3.35477731954657
"239","Betulaceae","Ostrya",-6.66181437336008,403,4.44410220288551,5.2587702791903,3.67157922216002
"240","Betulaceae","Ostrya",-6.7158687791187,403,4.45737043405206,5.17759421150899,3.68652971856212
"241","Betulaceae","Ostrya",-8.45829712150877,403,3.76510839742756,4.4911335744777,2.92455251923167
"242","Betulaceae","Ostrya",-7.5793503830328,403,4.08050881615764,4.88352042333325,3.36650043147302
"243","Betulaceae","Ostrya",-6.56114673163194,403,4.51323479404506,5.23979247123061,3.70348619996392
"244","Betulaceae","Ostrya",-7.37406493933966,403,4.15677906875014,4.95195370657709,3.39932298636645
"245","Rhamnaceae","Paliurus",-7.03332417090779,27,4.49862243033681,5.3119515190698,3.71647370236326
"246","Rhamnaceae","Paliurus",-7.03523643979822,27,4.52915736068805,5.35540570623075,3.79349114832322
"247","Rhamnaceae","Paliurus",-4.95464142474176,27,5.22305703793334,6.0531890236072,4.42182574554549
"248","Rhamnaceae","Paliurus",-5.78691911360285,27,4.96984604456691,5.73675063024297,4.18148124000111
"249","Betulaceae","Paracarpinus",-8.26228744187857,403,3.79791070596211,4.60208523070353,3.04771800367907
"250","Betulaceae","Paracarpinus",-7.65754477129151,403,4.03226694809952,4.84213969117583,3.28499870071701
"258","Juglandaceae","Pterocarya",-6.92385620603231,27,4.33339761676742,5.13454943185146,3.54435441915884
"259","Fagaceae","Quercus",-5.75778153158305,357,5.05789834220442,5.84223254436869,4.28685190936136
"260","Fagaceae","Quercus",-6.04006085006971,357,4.94268400966099,5.71561791753531,4.20877341064201
"261","Fagaceae","Quercus",-6.3715122321936,357,4.82204807271551,5.58024489290333,4.08532070361067
"262","Fagaceae","Quercus",-6.40249189583509,357,4.84137074057605,5.62791956413518,4.08604473635928
"263","Fagaceae","Quercus",-6.04555501309286,357,4.96315276604892,5.70208101022737,4.23989603018236
"264","Fagaceae","Quercus",-6.77011645840107,357,4.71164581929965,5.46408560748737,3.93146482645731
"265","Fagaceae","Quercus",-6.52157833053133,357,4.79803994479979,5.55988471047078,4.05405227086769
"266","Fagaceae","Quercus",-6.43871461323696,357,4.8260768412714,5.56822159724746,4.13589759126295
"267","Fagaceae","Quercus",-6.29391486863081,357,4.85531527691781,5.60724004525053,4.16537608537902
"268","Fagaceae","Quercus",-6.05436174928009,357,4.95011246656578,5.73065165894414,4.21798526471032
"269","Fagaceae","Quercus",-6.95352072223553,357,4.64520084937891,5.35797811336711,3.89196937058836
"270","Fagaceae","Quercus",-7.22968241037733,357,4.60445863492674,5.30456861523811,3.81363152024101
"271","Fagaceae","Quercus",-5.79457068399744,357,5.044585690038,5.7596382076869,4.28225602521419
"272","Fagaceae","Quercus",-6.72705920924341,357,4.71257110737243,5.41777432446817,3.9920778650437
"273","Fagaceae","Quercus",-7.45698914604445,357,4.47936729633943,5.22224156605348,3.72769401925449
"274","Fagaceae","Quercus",-7.50871168548335,357,4.46395961848862,5.2320323243964,3.75403859536312
"275","Fagaceae","Quercus",-6.42470463341824,357,4.83446481642934,5.54522826891155,4.10478291444931
"276","Fagaceae","Quercus",-6.0748909396585,357,4.92061046172406,5.69578027076397,4.21162917027632
"277","Fagaceae","Quercus",-5.5230739681286,357,5.12746905725154,5.81982472863741,4.38471077019636
"278","Fagaceae","Quercus",-5.72264546754709,357,5.05531623750099,5.75359060000711,4.28817757944426
"279","Fagaceae","Quercus",-5.38076115450912,357,5.1625365245713,5.89803759518178,4.42736219707503
"280","Fagaceae","Quercus",-5.82568641458718,357,5.03071889191659,5.75687662265311,4.29433348441455
"281","Fagaceae","Quercus",-5.85213330616702,357,5.00543882372583,5.75734732674332,4.23873803344186
"282","Fagaceae","Quercus",-6.32703239281397,357,4.83672336977302,5.59682512441154,4.12057349029335
"283","Fagaceae","Quercus",-5.15528651202321,357,5.24677338810061,5.95967634928618,4.49099490999394
"284","Fagaceae","Quercus",-6.5922112314356,357,4.75654990029262,5.48326511607719,4.00127274884479
"285","Fagaceae","Quercus",-5.60260752627673,357,5.07490319343359,5.87013576254352,4.35491334899141
"286","Fagaceae","Quercus",-6.42070158176801,357,4.85116389898334,5.58572495740594,4.11937885402737
"287","Fagaceae","Quercus",-6.15872930850739,357,4.90856742691215,5.73221762319891,4.14257132105119
"288","Fagaceae","Quercus",-6.85636943887707,357,4.67429922511441,5.43756551173634,3.93107487961671
"289","Fagaceae","Quercus",-5.38816067695122,357,5.16910525428953,5.92508150539845,4.42537298437781
"290","Fagaceae","Quercus",-5.7092008274531,357,5.07357890279374,5.8137274335071,4.34341555501819
"291","Fagaceae","Quercus",-5.09533799268139,357,5.2743978611319,6.03504139394827,4.55192449892341
"292","Fagaceae","Quercus",-6.59190128789754,357,4.75343374869644,5.58813617206961,3.98426153145801
"293","Fagaceae","Quercus",-6.58225804801405,357,4.75985616453584,5.50929734667344,4.07810339749877
"294","Fagaceae","Quercus",-6.5249012180922,357,4.78396857984497,5.52824613935437,4.054108683877
"295","Fagaceae","Quercus",-5.35915904942052,357,5.20687811912011,6.03687648602997,4.41364657060032
"296","Fagaceae","Quercus",-5.77149659266842,357,5.02147005248528,5.76980676355058,4.22491567350412
"297","Fagaceae","Quercus",-6.41764147169958,357,4.82954268816899,5.56756135945957,4.13347840542761
"298","Fagaceae","Quercus",-6.41145544553782,357,4.83167391448169,5.57953050068688,4.0988459589555
"299","Fagaceae","Quercus",-5.57258054312063,357,5.10891250959447,5.81305452628856,4.28470386151324
"300","Fagaceae","Quercus",-5.61399487992774,357,5.0984312057376,5.85670382933423,4.34460710255182
"301","Fagaceae","Quercus",-5.75030034743625,357,5.04474727152977,5.84283532278151,4.29574387629251
"302","Fagaceae","Quercus",-5.60867813421716,357,5.09547634083684,5.84534999568357,4.32740716763989
"303","Fagaceae","Quercus",-6.72634914105621,357,4.72937192394566,5.49390637683054,3.94520138233995
"304","Fagaceae","Quercus",-6.11287224391889,357,4.93091998933568,5.71833731656965,4.18796556455667
"305","Fagaceae","Quercus",-6.55320178372522,357,4.76385378480973,5.5180575907383,4.0225748559324
"306","Fagaceae","Quercus",-6.39760348218656,357,4.83962896395103,5.54415662982625,4.08671602911359
"307","Fagaceae","Quercus",-5.20545144423599,357,5.20635244248259,5.97715351247891,4.49151106315052
"308","Fagaceae","Quercus",-5.75643637846361,357,5.0613141290715,5.83175279831224,4.28500715760032
"309","Fagaceae","Quercus",-5.36412880416681,357,5.20370928440474,5.95414418726723,4.40494550678642
"310","Fagaceae","Quercus",-5.41781805151977,357,5.17469061007555,5.9789068000313,4.40506175930326
"311","Fagaceae","Quercus",-5.74032364499298,357,5.06819492693753,5.78720653316097,4.26663009898848
"312","Fagaceae","Quercus",-6.23478376528898,357,4.8789049272575,5.59870377144088,4.12764916367547
"313","Fagaceae","Quercus",-6.69525213657019,357,4.73405997716654,5.5094605869246,3.97483725057096
"314","Fagaceae","Quercus",-6.27298219207797,357,4.89581955058497,5.68267747541732,4.13313445012351
"315","Fagaceae","Quercus",-6.85033578811465,357,4.658832630497,5.33027326706721,3.93455362116278
"316","Fagaceae","Quercus",-6.70742109467897,357,4.73447992735872,5.52017702490163,4.0205879732053
"317","Fagaceae","Quercus",-5.64362996426683,357,5.0747382420224,5.84266118860872,4.35500097591707
"318","Fagaceae","Quercus",-6.39326358347673,357,4.85650808046451,5.54613513973147,4.09922507643251
"319","Fagaceae","Quercus",-5.74175727627969,357,5.05294435612356,5.85545487047574,4.24144242225908
"320","Fagaceae","Quercus",-6.43263476335694,357,4.82738377882768,5.59654561158779,4.09522170554502
"321","Fagaceae","Quercus",-6.16026386289233,357,4.92603333579665,5.75380636278211,4.11218584195468
"322","Fagaceae","Quercus",-6.14185776172428,357,4.93988807674537,5.64121652443062,4.16313134321801
"323","Fagaceae","Quercus",-6.59103978499554,357,4.7800820051145,5.50991267235205,4.06218534813752
"324","Fagaceae","Quercus",-6.03232195892209,357,4.95408291920953,5.79441356796989,4.19434290703304
"325","Fagaceae","Quercus",-6.33569383198606,357,4.87161385056686,5.63688084105064,4.08402802862615
"326","Fagaceae","Quercus",-6.57726662261104,357,4.77320742396486,5.55659161391135,4.03504744171699
"327","Fagaceae","Quercus",-6.3327049333084,357,4.8517839172603,5.62363195955964,4.05351501772606
"328","Fagaceae","Quercus",-7.17083059618772,357,4.55505891285911,5.3675942030608,3.82155769784697
"329","Fagaceae","Quercus",-5.69792396926076,357,5.07595222676456,5.80996929377657,4.33801419501021
"330","Fagaceae","Quercus",-6.44262601015266,357,4.81218417017303,5.61593440537103,4.05978453666872
"331","Fagaceae","Quercus",-6.67205331566854,357,4.69529023334818,5.47482969280398,4.00628552966382
"332","Fagaceae","Quercus",-6.31210130930589,357,4.84816860815618,5.53237304310802,4.12915983969465
"333","Fagaceae","Quercus",-5.88595960188061,357,5.00479462998892,5.75143167203307,4.2688233669707
"334","Fagaceae","Quercus",-5.38566269020074,357,5.15783153507694,5.92883585607408,4.40007248624076
"335","Fagaceae","Quercus",-6.03919786993101,357,4.95529010861511,5.75356789855167,4.20571316254985
"336","Fagaceae","Quercus",-6.82078431947595,357,4.696696226604,5.46118163314437,3.95138103167871
"337","Fagaceae","Quercus",-6.58287858297264,357,4.76481838853124,5.49733058139484,4.04073100316371
"338","Fagaceae","Quercus",-6.40075215165583,357,4.83736328309619,5.62177882900601,4.07674089675698
"339","Fagaceae","Quercus",-6.42243148013051,357,4.80737434496599,5.56423793296173,4.09996932087931
"340","Fagaceae","Quercus",-6.99801811806841,357,4.64894429376765,5.41938711197133,3.942504887921
"341","Fagaceae","Quercus",-6.58768903048703,357,4.76665031294445,5.55048546219334,4.04531999977325
"342","Rosaceae","Rosa",-6.19495057969297,159,4.61740909240306,5.37803349207599,3.91967707270161
"343","Rosaceae","Rosa",-6.29097901371683,159,4.57403276386537,5.37560132563123,3.8537547915403
"344","Rosaceae","Rosa",-6.35153496342978,159,4.56932631584718,5.30208992636494,3.81630424085241
"345","Rosaceae","Rosa",-6.12130857499696,159,4.65351065385135,5.41319316421112,3.90373409023299
"346","Rosaceae","Rosa",-6.48833072555456,159,4.49933485584558,5.19193929527617,3.72450910497245
"347","Rosaceae","Rosa",-6.86399488578682,159,4.36128440808947,5.09851591182567,3.59264244925687
"348","Rosaceae","Rosa",-6.52720054050502,159,4.47300024855186,5.25167474330025,3.76621687919562
"349","Rosaceae","Rosa",-5.33292703094533,159,4.98992423187253,5.68836715710572,4.17380078111633
"350","Rosaceae","Rosa",-7.7623819294652,159,4.01388559013296,4.74981001686559,3.20576360935067
"352","Sapindaceae","Acer",-9.09705633052284,45,3.54810002946861,4.29208460809967,2.64830948107249
"353","Sapindaceae","Acer",-6.83846618470682,45,4.42980188183368,5.18934238834275,3.69463901552184
"354","Sapindaceae","Acer",-7.20497603369266,45,4.27058792690638,5.05467889694702,3.52277421588593
"355","Betulaceae","Alnus",-7.27672116229082,403,4.20251240299766,4.97269939977569,3.42755763456791
"356","Betulaceae","Alnus",-7.13531858302995,403,4.26978411823573,5.02112882137952,3.45488088589136
"357","Betulaceae","Alnus",-7.75956999167193,403,4.01458059698338,4.78822016364534,3.30499356072362
"358","Betulaceae","Alnus",-7.6617826140042,403,4.03433307829167,4.81788865654229,3.25826585819093
"359","Betulaceae","Alnus",-5.57548134856055,403,4.86402112386064,5.65023539897291,4.11376186846468
"360","Betulaceae","Alnus",-7.69974868378918,403,4.02287879656932,4.791310316352,3.29395865319519
"361","Betulaceae","Alnus",-6.58554352716818,403,4.4867897699727,5.22407836203968,3.71034077141885
"362","Betulaceae","Alnus",-7.02466781863013,403,4.24942676077123,5.13045249578338,3.5576719491554
"363","Betulaceae","Alnus",-7.70472859740426,403,4.05179104365619,4.7918336574108,3.25369142247399
"364","Betulaceae","Alnus",-6.44079439920701,403,4.51548551977762,5.27700019598139,3.76342864849458
"365","Betulaceae","Alnus",-7.31841284459519,403,4.19877544423442,4.94209528244639,3.37960944319116
"366","Betulaceae","Alnus",-7.42091529198242,403,4.14886593314681,4.89650741045307,3.37055870758761
"367","Betulaceae","Alnus",-7.38319767152415,403,4.17320506795381,4.90059659906215,3.39923360906325
"368","Betulaceae","Alnus",-7.50622156860756,403,4.10805712102354,4.85900076593983,3.30374337802221
"369","Betulaceae","Alnus",-7.35351751937484,403,4.18792676186646,4.93723804219058,3.40507077985107
"370","Betulaceae","Alnus",-6.89048330206259,403,4.34688698832572,5.14510802908799,3.56360264973508
"371","Betulaceae","Alnus",-7.45720219558967,403,4.13851056455477,4.89907970958416,3.31945670816907
"372","Betulaceae","Alnus",-7.5640345119724,403,4.08108570687979,4.81775638241222,3.28107903885008
"373","Betulaceae","Alnus",-7.2877617265262,403,4.18825778259027,5.011443308423,3.39698568716311
"374","Betulaceae","Alnus",-7.55530213942476,403,4.11768397895011,4.83335988450375,3.35687141125443
"375","Betulaceae","Alnus",-7.30607249425237,403,4.1893916714726,4.95124732565904,3.42047582166501
"376","Betulaceae","Alnus",-6.97146640916869,403,4.32323362378503,5.10676793736368,3.52554401240615
"377","Betulaceae","Alnus",-5.90371414326598,403,4.72011262751613,5.44579248980739,3.97947987860397
"378","Betulaceae","Alnus",-7.90380646669996,403,3.95309852019691,4.67392179317195,3.18946451129179
"379","Betulaceae","Alnus",-7.18886830825401,403,4.21485466249973,4.97266192736264,3.4506541268134
"380","Betulaceae","Alnus",-7.14508142957609,403,4.24448225284492,5.04015853508764,3.48782672258531
"381","Betulaceae","Alnus",-6.64067982193838,403,4.45878053178051,5.19674529843981,3.72012863707767
"382","Betulaceae","Alnus",-6.05659118782064,403,4.65734375183368,5.43136283954387,3.87791853586268
"383","Betulaceae","Alnus",-6.93332645239407,403,4.31128818996155,5.01190757190016,3.61571627560547
"384","Betulaceae","Alnus",-6.29744746309789,403,4.58376578937875,5.32795880391121,3.8713072546327
"385","Betulaceae","Alnus",-7.87208145989485,403,3.98273581285572,4.82309653963036,3.15282261787023
"386","Betulaceae","Alnus",-6.89885302191895,403,4.33675561821986,5.10495573909169,3.56850088349375
"387","Betulaceae","Alnus",-7.37548469620953,403,4.14878184726594,4.92748803626587,3.36803665246214
"388","Betulaceae","Alnus",-7.46279928346372,403,4.12071135371802,4.86936309129178,3.37987467092209
"389","Betulaceae","Alnus",-7.16895382316561,403,4.24566587929012,4.97172127914837,3.46869255264192
"390","Betulaceae","Alnus",-7.49702183838814,403,4.09642968367186,4.92657219832812,3.36158044014698
"391","Betulaceae","Alnus",-7.31288244419943,403,4.18130496489782,4.93092001129663,3.47027264513423
"392","Betulaceae","Alnus",-6.98615367261462,403,4.32036093865773,5.02945951980044,3.47572800419575
"393","Betulaceae","Alnus",-7.39075175082945,403,4.16886927002693,4.97592641129905,3.36216873068799
"394","Betulaceae","Alnus",-6.96675715566195,403,4.3128222831684,5.14301354286212,3.54568348460425
"395","Betulaceae","Alnus",-6.51471774088528,403,4.50618321219052,5.24666743368978,3.74036719029434
"396","Betulaceae","Alnus",-6.66288859278641,403,4.43949785727766,5.18649112028565,3.63372366348269
"397","Betulaceae","Alnus",-8.00501947673327,403,3.94550816240013,4.6935751533486,3.15144818439772
"398","Betulaceae","Alnus",-7.30262917253806,403,4.19325231917636,4.97059654179211,3.35197280276942
"399","Betulaceae","Alnus",-8.0591198205372,403,3.88954385992209,4.67051625177421,3.05515336805355
"400","Betulaceae","Alnus",-6.87877625643085,403,4.32807449174337,5.13475072356624,3.58371468158488
"401","Betulaceae","Alnus",-7.86854925202485,403,3.95805595299715,4.70774681757242,3.17927981861576
"402","Betulaceae","Alnus",-6.70124936882095,403,4.4371245451061,5.18902232798447,3.73263230345194
"403","Betulaceae","Alnus",-6.57746999931174,403,4.47655529991263,5.24055509933088,3.72458480185036
"404","Betulaceae","Alnus",-6.31438423578612,403,4.56681117732014,5.31579389615332,3.78338119243127
"405","Betulaceae","Alnus",-6.72724369253004,403,4.42786261680381,5.15333674442611,3.63209080944144
"406","Betulaceae","Alnus",-7.30513912859781,403,4.18490561045669,4.94388680320086,3.43112856484332
"407","Betulaceae","Alnus",-7.31533261627658,403,4.1824238270007,4.97244235585605,3.3915447456319
"408","Betulaceae","Alnus",-7.38098490616821,403,4.17363218985916,4.90941806525751,3.39496183337678
"409","Betulaceae","Alnus",-7.36010289698973,403,4.1470390791785,4.94503267492069,3.33502928067991
"410","Betulaceae","Alnus",-7.52069484238994,403,4.07983967817834,4.85431241160598,3.32140656631289
"411","Betulaceae","Alnus",-7.48048112946934,403,4.11888460968104,4.85393457974946,3.40323235946429
"412","Betulaceae","Alnus",-7.21612180742676,403,4.21500995047124,5.01827550560429,3.43696480233304
"413","Betulaceae","Alnus",-7.15658593723233,403,4.24289006412403,4.98679807121709,3.48876471591714
"414","Betulaceae","Alnus",-7.68464717787563,403,4.03905628192407,4.81648834178451,3.26992122850765
"426","Rosaceae","Crataegus",-8.06251895929553,159,3.86276949410556,4.63522284292074,3.09659020093607
"427","Rosaceae","Crataegus",-7.26148029253281,159,4.18036889650933,4.93301555469502,3.48112037898868
"428","Rosaceae","Crataegus",-7.88639493092087,159,3.94436777362441,4.71041205330732,3.22025911876441
"431","Fagaceae","Fagus",-7.97279837119844,357,4.33417213533669,5.05870206841568,3.57419009373836
"432","Fagaceae","Fagus",-7.9832967572753,357,4.32403953312366,5.14810055447909,3.59611323688313
"433","Fagaceae","Fagus",-7.1733758394314,357,4.59746272571047,5.3631290629983,3.84747338456347
"434","Juglandaceae","Juglandiphyllites",-7.91838141590793,27,3.94424551074538,4.74482290435796,3.06761413028567
"435","Juglandaceae","Juglandiphyllites",-7.48563101974812,27,4.06696075852876,4.8326302203708,3.32409292207382
"436","Juglandaceae","Juglandiphyllites",-7.39800896360507,27,4.13564947027258,4.86679483147451,3.28390528009352
"437","Juglandaceae","Juglandiphyllites",-7.14428173318996,27,4.24288242313253,4.92952484195111,3.36299011081497
"438","Juglandaceae","Juglandiphyllites",-8.1458227570789,27,3.82797752111943,4.62740825698352,3.02494246124706
"439","Juglandaceae","Juglans",-8.0940879231785,27,3.85466405173831,4.67585617269898,3.02694249105939
"440","Fabaceae","",-6.08777943145893,45,4.60474973230126,5.37749186857522,3.90211361662883
"442","Betulaceae","Paracarpinus",-7.79058463937903,403,4.00807917498778,4.84305205835106,3.20813668935612
"443","Betulaceae","Paracarpinus",-7.766343300728,403,4.01479232674193,4.81384919768204,3.25205170843617
"444","Betulaceae","Paracarpinus",-7.00850201008731,403,4.29386101712881,5.10828815031063,3.50857719776486
"445","Betulaceae","Paracarpinus",-7.26249210229061,403,4.18766591867542,4.92896327996424,3.42794803335715
"446","Betulaceae","Paracarpinus",-7.88418621877009,403,3.9555552680274,4.70194897327516,3.1956524805834
"447","Betulaceae","Paracarpinus",-7.54014608169997,403,4.091035440515,4.91441533003905,3.29830291380155
"448","Betulaceae","Paracarpinus",-7.14373840600055,403,4.24422985269835,4.98376928933114,3.48722050373553
"449","Betulaceae","Paracarpinus",-7.51948838492987,403,4.08756669160471,4.79489624621431,3.35630805446914
"450","Betulaceae","Paracarpinus",-7.13423940380406,403,4.24052536117017,4.94644515585613,3.39829644778816
"451","Betulaceae","Paracarpinus",-7.0917742756123,403,4.27226905060987,5.03793330555571,3.49304042834211
"452","Betulaceae","Paracarpinus",-7.68217759300706,403,4.036412897867,4.79280766831588,3.32030048455938
"453","Betulaceae","Paracarpinus",-8.79040053011371,403,3.6154111852945,4.42322200786419,2.82442365972554
"454","Betulaceae","Paracarpinus",-7.87795060646195,403,3.97109822771671,4.73527315327954,3.18597066574183
"455","Betulaceae","Paracarpinus",-8.40776047842019,403,3.74102271732204,4.55274961213258,2.96693982846452
"456","Betulaceae","Paracarpinus",-7.58757763069723,403,4.0572354149198,4.88807621764582,3.301229573381
"457","Betulaceae","Paracarpinus",-7.72971358162158,403,4.0277943363628,4.82247619581786,3.24962291466744
"462","Fagaceae","Quercus",-7.04928312965595,357,4.62370046448139,5.36196253216993,3.83168755566397
"463","Fagaceae","Quercus",-6.37687059021469,357,4.83962258397841,5.61577421016762,4.14166258010387
"464","Fagaceae","Quercus",-6.67059443061985,357,4.74303313261213,5.47905846975545,4.00630451905791
"465","Fagaceae","Quercus",-6.318413157763,357,4.87688114143983,5.5813904953115,4.02430885793223
"474","Fabaceae","Cladrastis",-6.57582620405187,45,4.4381315102809,5.14837441485811,3.66145362329064
"475","Rosaceae","Malus",-6.3985117059988,159,4.54658974272629,5.26665863671502,3.76124005688674
"476","Rosaceae","Pyracantha",-5.63346008736719,159,4.84045525840621,5.51357681710831,4.08560858750473
"477","Sapindaceae","Acer",-8.45838669197132,45,3.81072702200069,4.56466547157036,3.01729286960923
"478","Sapindaceae","Acer",-7.21989809090894,45,4.29324953977266,5.0306472148618,3.49889506014841
"479","Sapindaceae","Acer",-6.2162689769176,45,4.65379608846996,5.40634553903294,3.91749851071566
"480","Sapindaceae","Acer",-7.75256290923443,45,4.06828076730399,4.79263362140037,3.28028800451447
"481","Sapindaceae","Acer",-7.26078971476233,45,4.22605087091031,5.02894937825552,3.4816663183713
"482","Sapindaceae","Acer",-8.74974965551858,45,3.69131933457998,4.44556987975077,2.86505358739473
"483","Betulaceae","Alnus",-6.7500483586521,403,4.39408185460846,5.13182758073954,3.62864741135528
"484","Betulaceae","Alnus",-7.12815509777528,403,4.26540808322774,4.96538236726277,3.51197495028583
