"","scrubbed_genus","species","avg_petiole_width","avg_LMA","avg_LA","log_lma","log_pet_leafarea","class","superorder","order","scrubbed_family","count"
"329","Syzygium","sayeri",2.7,108.7,5374.5,4.68859179412716,-6.60291727939255,"Equisetopsida","Rosanae","Myrtales","Myrtaceae",42
"330","Syzygium","sp",2.01,60.9,11217.1,4.10923317471585,-7.92892523450319,"Equisetopsida","Rosanae","Myrtales","Myrtaceae",42
"331","Tabernaemontana","arborea",1.83,88.1,5427.4,4.47847253294213,-7.39058354318697,"Equisetopsida","Asteranae","Gentianales","Apocynaceae",5
"332","Talisia","nervosa",2.56,57.6,19084.5,4.05352256770185,-7.97661724926792,"Equisetopsida","Rosanae","Sapindales","Sapindaceae",13
"333","Telopea","truncata",2.06,225.8,496.6,5.41964965171556,-4.76237290747109,"Equisetopsida","Proteanae","Proteales","Proteaceae",25
"334","Tetragastris","panamensis",1.51,133,4458.7,4.89034912822175,-7.57839322105132,"Equisetopsida","Rosanae","Sapindales","Burseraceae",5
"335","Tetrathylacium","johansenii",1.39,79.1,6446.7,4.37071287477361,-8.11271615667142,"Equisetopsida","Rosanae","Malpighiales","Salicaceae",9
"336","Tilia","americana",1.7475,33.4,10669.475,3.50855589998265,-8.15876974945967,"Equisetopsida","Rosanae","Malvales","Malvaceae",9
"337","Trattinnickia","aspera",2.72,144.2,11602.8,4.97120122485085,-7.35773796666169,"Equisetopsida","Rosanae","Sapindales","Burseraceae",5
"338","Trema","lamarckianum",1.21,91.6,649.3,4.51743127168008,-6.09465414029714,"Equisetopsida","Rosanae","Rosales","Cannabaceae",4
"339","Trichilia","cipo",1.09,54.2,3565.3,3.9926809084456,-8.00664808829841,"Equisetopsida","Rosanae","Sapindales","Meliaceae",6
"340","Trichilia","hyeronimyi",1.3,80.1,1717.1,4.38327585407431,-6.92366357138477,"Equisetopsida","Rosanae","Sapindales","Meliaceae",6
"341","Trichilia","pallida",1.91,40.8,22147.1,3.70868208141012,-8.71125535727681,"Equisetopsida","Rosanae","Sapindales","Meliaceae",6
"342","Trichospermum","galeottii",1.33,66.2,2139.7,4.19268046294296,-7.09806302680558,"Equisetopsida","Rosanae","Malvales","Malvaceae",9
"343","Trochocarpa","cunninghamii",0.55,154.3,28.8,5.03889875936911,-4.55604938865314,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"344","Vaccinium","arboreum",1.04,89.8,683.6,4.49758497530815,-6.44893152493487,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"345","Vaccinium","arboreum",1.08,83.2,261,4.42124734782716,-5.41059832505044,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"346","Vaccinium","corymbosum",0.954,57.94,1193.66,4.0594079923412,-7.17896271135031,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"347","Vaccinium","fuscatum",1.03,54.1,1138.2,3.99083418585244,-6.97808574168593,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"348","Vaccinium","sp",1.13,76.55,560.8,4.33794412210369,-6.08492907027188,"Equisetopsida","Asteranae","Ericales","Ericaceae",25
"349","Viburnum","lentago",0.88,54,1666.8,3.98898404656427,-7.67432764256807,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"350","Viburnum","acerifolia",1.14,29.3,2813.2,3.37758751602302,-7.68002137962105,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"351","Viburnum","alnifolium",2.27,29.8,10751.9,3.39450839351136,-7.64327809913782,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"352","Viburnum","cassanoides",1.26,48.9,1418.7,3.88977739648083,-6.79527279639117,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"353","Viburnum","davidii",1.16,78.5,751.8,4.36309862478836,-6.32563032089353,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"354","Viburnum","opulus",1.06,65.7,1613.5,4.18509892549057,-7.26962319524406,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"355","Viburnum","rafinesquianum",0.7,51.3,851.1,3.93769075217672,-7.45987951836038,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"356","Viburnum","recognitum",1.35,46.6,4234.9,3.8416005411316,-7.75090580915581,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"357","Viburnum","sp",2.29,64.7,3810.1,4.16976120150686,-6.58830707936317,"Equisetopsida","Asteranae","Dipsacales","Adoxaceae",10
"358","Vitis","labrusca",1.62,20.8,13897.5,3.03495298670727,-8.57461194833904,"Equisetopsida","Rosanae","Vitales","Vitaceae",4
"359","Vitis","rotundifolia",1.07,46.4,3204.2,3.83729945923221,-7.93690043126498,"Equisetopsida","Rosanae","Vitales","Vitaceae",4
"360","Vitis","rupestris",1.205,43.05,3725.55,3.76236223087374,-7.8500106370358,"Equisetopsida","Rosanae","Vitales","Vitaceae",4
"361","Vitis","vinifera",1.49,65,5685.3,4.17438726989564,-7.84808693532614,"Equisetopsida","Rosanae","Vitales","Vitaceae",4
"362","Xanthostemon","paradoxus",3.5,106.4,4319.6,4.66720557690754,-5.86539214736787,"Equisetopsida","Rosanae","Myrtales","Myrtaceae",42
"363","Xylomelum","occidentalis",2.16,271.7,2925.1,5.6046985164323,-6.4408675037236,"Equisetopsida","Proteanae","Proteales","Proteaceae",25
"364","Xylomelum","pyriforme",1.91,179.7,1824,5.19128879378951,-6.2145806865172,"Equisetopsida","Proteanae","Proteales","Proteaceae",25
"365","Xylopia","macrantha",1.56,38.9,3280.3,3.6609942506244,-7.20631851808741,"Equisetopsida","Magnolianae","Magnoliales","Annonaceae",7
"366","Zanthoxylum","clava",1.12,114,797.5,4.7361984483945,-6.45482446404499,"Equisetopsida","Rosanae","Sapindales","Rutaceae",10
"367","Zieria","arborescens",1.13,80.4,469.2,4.38701417618492,-5.90659385133082,"Equisetopsida","Rosanae","Sapindales","Rutaceae",10
